review_id,author_name,rating,review_title,review_text,app_version,review_date
13521659130,Ahmed merzeh,1,دعم الغه,شوار ممتاز ولاكن مع الاسف لايدعم الغه العربيه,5.33.0,2025-12-16T14:22:27-07:00
13514184629,BigDinDa805,4,Heart rate detection during exercise is extremely inaccurate,"UPDATE: latest update to the app seems to have fixed the heart rate inaccuracy. 👍🏻 

I have WHOOP and an Apple Watch. During exercise, the whoop will randomly drop the heart rate reading. When my heart rate is between 150 and 160, the WHOOP will say it under 100 for an extended period of time and then jump back up to the accurate reading. The Apple Watch is entirely more accurate and doesn’t drop the reading mid work out. This is the only weakness of WHOOP that I have found, but it’s a big deal. An inaccurate heart reading impacts your strain for the day, the calories burned, and other things in the app. Please fix the heart rate monitor. Obviously it can be done better if Apple Watch works.",5.32.1,2025-12-14T13:27:38-07:00
13495559670,yanqize34,4,Looking Forward to Chinese Language Support,"I’ve been a long-time WHOOP user and really love the recovery and training insights. However, the app still doesn’t support Chinese, which makes it hard for my family and many potential users to use it. Could you please share if there’s any plan or estimated timeline for adding Chinese language support? It would greatly improve the experience for a huge user base. Looking forward to it!",5.32.1,2025-12-09T16:48:34-07:00
13494547073,Maddy LAMB,5,Daily Rhythm of Peace,"WHOOP has been far more than a fitness tracker to me — it has been a partner in my personal rebirth. Over the past year, this tiny band helped me rise into the woman God designed me to be. It showed me the truth about my sleep, my strain, my recovery, and my stress patterns… but more importantly, it revealed a deeper relationship between my faith, my mindset, and my physiology.

My Heart Rate Variability — a real, scientific marker of resilience — didn’t just inch upward… it transformed. It became visible, measurable evidence that my inner peace practice was literally reshaping my nervous system. I wasn’t just feeling different. WHOOP proved that I was different.

Every green recovery felt like God whispering, ‘You’re aligned.’
Every red day reminded me, ‘Rest is sacred.’
And watching my HRV rise became the key to my own inner vault — proof that peace, discipline, and divine alignment can be tracked, trained, and embodied.”

WHOOP helped me regulate my nervous system, rebuild consistency, restore trust with my body, and return to the woman of presence and power I thought I’d lost. It didn’t just optimize my life — it transformed my identity.

If you’re looking for something that doesn’t just measure data but reveals the blueprint of your becoming… WHOOP is it.",5.32.0,2025-12-09T10:28:57-07:00
13494529245,girll1999,1,The experience is putting me off,"I mean I am absolutely put off by how I can use the app. Why am I not able to see day view for heart rate, sleep etc. I do not understand how to use it, I am returning it. I am really sorry, there is a long way yo go",5.32.0,2025-12-09T10:22:54-07:00
13484382166,Ruler43,5,Beat fitness App,"I’ve used several fitness apps over the years and this is the most comprehensive, accurate and intuitive application I’ve used.",5.31.0,2025-12-06T19:38:24-07:00
13482632312,lpac123,2,Poor UI design,"Very poorly designed app, good product",5.31.0,2025-12-06T09:25:40-07:00
13479582490,Surya@1996,1,Worst customer Service,"The customer service at WHOOP is absolutely terrible. They seem to pour money into ads and publicity but can’t even provide a basic customer support phone number. I tried reaching them by email and the response was painfully slow. I paid for a life membership and still can’t properly access or proceed with my membership because there are no clear guidelines. The data is often inaccurate, I have to enter way too many details manually, and the sleep tracking is completely unreliable. Overall, this has been one of the worst service experiences I’ve ever had.",5.31.0,2025-12-05T15:39:02-07:00
13478711002,Loud’s Reviews,2,Family Membership Sucks,"There’s an inability to upgrade individual devices in the family plan. Whoop wants you to cancel the family plan, upgrade the device on the individual account, and then get on a new family plan. Doing this, you lose a ton of membership time and pay for multiple plans in a year. Fitness wise, it’s great but expensive.",5.31.0,2025-12-05T10:17:01-07:00
13478538861,BlackPrinceEd,1,No customer support,"Update: still using WHOOP after five years and still receiving insulting, patronizing service. They are still constantly out of stock and late in shipping. And also do not have accuracy with their orders leaving you to deal with the inept customer service again. 

This product works okay…the biggest decision factor is a frustrating and unhelpful product support team. You will spend time describing issues to them, only to have them send you scripted, one-size-fits all responses.

Whoop is an over promise, under deliver company.",5.31.0,2025-12-05T09:21:01-07:00
13472964457,Rocklage,5,Absolutely abhorrent,"I have had whoop for 2 days now. And I have had to reach out to the customer support 3 times (3 different issues)

1. The sleep never got tracked for the first night. I thought it might be calibration stuff. But no it was not.

2. On the second day the app just did not log any activity whatsoever. There were no step counts, no calories, nothing at all. 

3. Then half past midnight on the third day everything got logged but to my utter disbelief, all data for day 2 was logged as if it happened on day 3. I mean the day had just started and half an hour into 3rd day it logged 5000 steps and 2500 calories. Ofcourse day 2’s data was still missing. 

What a joke….!!!",5.31.0,2025-12-03T22:42:34-07:00
13469984584,Bhuccyn. Bufbn,2,It doesn’t work all the time,Many times the whoop didn’t read the data from my sleep and or workout. Lot of times it also say the whoop is off my body even though it’s not,5.31.0,2025-12-03T04:13:09-07:00
13456032307,darshington,2,Heart Rate monitor very inaccurate,"Cool idea for a product, execution poor. Heart rate monitoring terribly inaccurate. The harder I print the lower my heart rate goes. Tried multiple versions an even retuned latest model once because I thought it was defective but that’s just the product. Apple Watch and chest straps superior. Customer service was useless. Said it was my fault.",5.30.0,2025-11-29T12:24:14-07:00
13452897450,Graf.uz.,1,Account Access Issues Led to Membership Cancellation,"I am discontinuing my WHOOP membership due to ongoing issues accessing my account. Despite multiple attempts to resolve the problem through email, phone, and chat support, the issue remained unresolved. As a result, I was unable to use the service while continuing to be billed, which is unacceptable for a subscription-based product.

While I initially enjoyed the WHOOP experience, the lack of effective technical support and the inability to regain access to my account ultimately left me with no choice but to cancel. I hope WHOOP improves its account recovery process and customer support responsiveness moving forward.",5.30.0,2025-11-28T18:01:56-07:00
13450839138,Jmunoz11782,5,Hands down the best health and fitness wearable on the market,"I’ve been a WHOOP member for two years. I’m obsessed, it’s one of the only apps I use every day. It is super user-friendly and customizable. It’s helped me to realize some bad habits that I had that affected my sleep and ability to recover after difficult workouts. I love the minimalistic look of the band, which allows me to wear it along with a mechanical watch and not having notifications buzzing on my wrist has been anxiety reducing. Now they have incorporated lab work into their platform, which is in my opinion it came changing addition to be able to see how your sleep and exercise habits impact your body on a deeper level and make adjustments accordingly. This is a life-changing device and platform that they continue to improve.",5.30.0,2025-11-28T06:40:22-07:00
13442060160,akopanev-21,1,Bugs,"Sleep not detected… whoop is not on the body… lot of things ruin experience, thinking about going back to Garmin",5.30.0,2025-11-25T22:36:13-07:00
13434123486,joeymp,4,"Great Product, hoping to see it even better!",I think the Whoop concept is awesome. I have the Life membership and have also purchased blood tests and opted to participate in studies. My one request: continue the partnership/integration with Withings. I have a wireless BP monitor that would be amazing the data could be automatically brought into the Whoop app for tracking.,5.30.0,2025-11-23T19:54:52-07:00
13431987492,Shayan 3,1,Customer Service,They have the worst customer service and they charge your card without your knowledge,5.30.0,2025-11-23T07:02:48-07:00
13430266801,Cpweaver01,1,Horrible experience,Everything this is suppose to do is based off of heart rate and its sensor is just not poor at this it’s unacceptable. While simultaneously wearing a polar H 10 heart rate strap and the WHOOP the difference between readings was astronomical the accurate H 10 had me at 144 bpm for two hours during a bike ride when the WHOOP sensor had me at an average of 106 bpm for that same two hours. Super disappointed. And since it uses heart rate to calculate all of the information it’s trying to get to tell you what to do. It’s just not accurate information so basically a waste of money and  time.,5.30.0,2025-11-22T20:02:27-07:00
13414304617,Jayson is real,1,.,"Horrible, they charged my card 116 after the free trial",5.30.0,2025-11-18T13:54:39-07:00
13411293222,Mafferik,1,Advanced Labs not ready for prime time,"This review is for Whoop’s Advanced Labs only. After 35 days since my blood test I’m still waiting for my health recommendations. The process seems to be stuck due to a bug, according to the app 64 out of 65 bio markers are in, but that pesky last one stops the entire machine in its tracks. Support is useless and washes its hands of ownership as it points to the outsourced medical partner. Not great. Even after pointing out the bug, an incalculable biomarker, nothing. Disappointed.",5.30.0,2025-11-17T19:06:49-07:00
13405581982,Naveen1020,3,Widgets don’t work anymore.,"I like the app, but the widgets don’t work anymore these days.",5.29.1,2025-11-16T08:09:24-07:00
13402907569,G-Dawg1997,1,Can’t pair new device,"Can’t pair new device on the 15promax as the CTA on the screen for pairing is hidden and can’t be pressed 
Please fix",5.29.1,2025-11-15T16:17:41-07:00
13401993631,ORIO11,5,Really is the best,"So I have been very skeptical of the whoop, so many people hate on it because of the membership and other reasons around accuracy. 

However, I have tested it for myself against my apple watch, my oura ring, my garmin and coros watch lol. 

Honestly apple is the best when it comes to HR tracking. But they do not give you any insights, or use any sort of algorithmic analysis tool which is really where the magic happens. 

Whoop is absolutely accurate enough on Hr data for the use case’s its intended for. Pair that with the algorithms they use and constant analysis against many other markers and you have the best health and fitness tool on the market. Ive seen countless videos on youtube saying how apple watch with athylitic or bevel are just as good if not better. I personally do not agree. Those apps dont have great UX, the results are confusing and dont seem super accurate to me. However they compile data and analyze it just isnt at the level of whoop. 

The whoop is comfortable and thr app is really amazing. I love the interface, the data makes a lot of sense and its easy to understand and make actionable choices with it. Its super focused on gives me exactly what i need and nothing more that i dont. I hear some people asking for nutrition tracking… please dont lol its just another manual task that is calorie focused and not very accurate in my opinion. It kind of grtd away from thr whole athletics and performance tracker and makes it more of a wellness tool. 

Keep up the great work, I love everything about the whoop mg and what it has to offer, there isnt a feature on here I dont use.",5.29.1,2025-11-15T10:52:51-07:00
13399263105,reidhunter243,4,Apple Watch App,Please make an Apple Watch app. Would love to have whoop visibility somewhere without pulling out my phone.,5.29.1,2025-11-14T19:57:06-07:00
13383510131,keller2021,1,Worst app ever,"First offering a free trial with the device and then when you come to cancel it, it charges you nine dollars for the returning fee and you have to return the device or they’ll charge you $110 restocking fee inconvenient and not mentioned in the beginning.",5.29.1,2025-11-10T22:27:36-07:00
13375010260,Fugfuhghgf,1,Почему нет русского языка?,"В момент когда нейросеть может перевести абсолютно, все и вы зная о пользователях говорящих на русском языке по всему миру не добавляете русский язык уже несколько лет? Ну позор же!",5.28.0,2025-11-08T21:21:48-07:00
13374799461,vijju529,3,Doesn’t sync nutrition data from apple health!,"Loving whoop so far but the app doesn’t seem to sync calorie intake and nutrition data which is already present in apple health, which I provide through another app! Please fix this issue!",5.28.0,2025-11-08T19:58:15-07:00
13373421174,AHairyPrepper,1,Beware Bait and Switch,"I chose Whoop over other, less expensive  options for a premium experience. I signed up for the Whoop peak plan which includes a 5.0 device. I received the 4.0 device instead (still charged for the Peak plan). Customer support wont send me the 5.0 device (included in the plan)  unless I renew for ANOTHER YEAR. I still have like 8 months left on my membership. What a scam.  Why on earth would I renew this service if they won’t honor their own plan promises?",5.28.0,2025-11-08T11:41:23-07:00
13372703932,big body bad boy,1,Scam Artists,Beware of these scammers don’t give them your card because you will get charged indefinitely,5.28.0,2025-11-08T08:15:51-07:00
13366239825,Evil atheist,1,Do not force me to provide a card,Why will the app not allow me to cancel my membership while maintaining the rest of my subscription period? Immediately burning bridges right out the gate!,5.28.0,2025-11-06T19:47:51-07:00
13363625607,dissapoontedcustomer,4,Everything mostly good but recovery insights need improvements,“Recovery Insights” need to be improved so it doesn’t just try to correlate behaviors with your recovery. It’s absurd that behaviors that are known to be negative show up as positive just because they correlate with a good night sleep. I just got “back pain” having a +4% positive impact on my recovery and “congestion” having a +2% impact.,5.28.0,2025-11-06T05:21:09-07:00
13343900445,Sfnick8,1,Won’t redownload to new iPhone 17 pro,Every other app has downloaded and worked on new iPhone except Whoop. Really frustrated by lack of support and now my useless whoop. Latest updates haven’t worked. Still not working,5.27.0,2025-11-01T13:48:30-07:00
13342022498,RohithGadde,1,Unable to schedule whoop advanced labs test.,I purchased the whoop labs test and later when I tried to schedule it the app keeps crashing saying something went wrong try again. I tried doing it multiple times but still no use.,5.27.0,2025-11-01T05:35:16-07:00
13340773675,ansayedmoussa,1,Regret Buying It — Apple Watch Wins Easily,"If I could go back in time, I wouldn’t have bought it it’s completely useless. The Apple Watch is way better at least it doesn’t require a subscription.",5.27.0,2025-10-31T22:30:32-07:00
13324955799,Remi!,3,Needs Some Tweaks,"Love all of the metrics you get from the app! However it could use a few tweaks to make it more user friendly. The time dials for adding / editing workouts are not visually appealing or very UX friendly. Lots of trying to slide or tap or carefully click out to make sure you don't save it too early before adjusting the end time. Would like for it to be text box instead of the number sliders. The journal could also use a tweak for the ""ate food before bed?"" Question. Doesn't make sense for the slider to start at 12am, making most bed times a tiny portion of the options all the way to the right of the slider. Either start the slider at 12pm or make it so 8pm is closer to the middle of the slider range since that is a more common ""late meal"" time.",5.27.0,2025-10-28T05:34:28-07:00
13318020441,cammo80,4,Move the menu bar,"Way too much stuff jammed on the Home Screen. 
Move the menu bar on the bottom - the community icon is too close to the bottom when you swipe up to open another app. Constantly opening the app and the community page appears because it gets activated mistakenly when switching between apps",5.26.0,2025-10-26T12:30:16-07:00
13307971192,hit26328@$)(,1,locked i,"i have found it almost impossible and still haven’t found a way out of my subscription 
good luck",5.26.0,2025-10-24T06:55:43-07:00
13301951756,jandrodaddy,1,"After 5 years of membership got ripped off, terrible customer support",I was a whoop member for 5 years and can say that I did like the features/app. Towards the end of 2024 I had paused my whoop membership because I could not afford it at the time and then in January I decided to cancel it and was certain that I had done that because I had just bought a different watch that didn't have a monthly subscription. Well just realized last week that my cancellation had never gone through and my membership had unpaused leading to me being charged for 7 months of membership when I wasn’t using my whoop. After reaching out to customer support I was told (by an AI bot) that I was not eligible for a refund… smh,5.26.0,2025-10-22T19:47:37-07:00
13299941565,GmapHater,1,Drains battery like crazy and destroys my battery health,My phone used to last twice as long before I started using Whoop. Right now it needs to recharge in the middle of the day!! Battery health dropped 2 percent in a month!,5.26.0,2025-10-22T08:22:26-07:00
13290910146,ABusyBeeotch,2,The ads are too much,"I dont wanna read about your lab ads every time i open this app, i just wanna see the stuff Im already paying for. Knock it off with the popups or i will take my business to garmin",5.25.0,2025-10-20T05:52:41-07:00
13285165755,"TBM, Mere Observer",2,Too much big brother,It’s time for Whoop to understand their overbearing presence in an attempt to maximize our life experience. Why don’t they give us a choice to be treated as the group of supreme athletes who will pull themselves hand over hand up the face of El Capitan where as simply people who have a general interest in our day-to-day well-being. Leave me alone!,5.25.0,2025-10-18T21:26:30-07:00
13273823534,User77177,1,Frustrating,"I think either I got a defective watch or this app is just not for me. One, it’s super hard to navigate. Two, I’ve worn the watch for days and have gotten no insight. The only thing that’s showing up is heart rate. Everything else is blank. Just frustrated, this is an expensive piece of equipment just for it to not seem to work.",5.25.0,2025-10-16T06:23:57-07:00
13272502463,JC93430,1,New update,Nothing works,5.25.0,2025-10-15T22:36:10-07:00
13270240139,1996cc,2,Need to improve when out of cell service,"The whoop is great, but the app doesn’t know what to do if it can’t talk to their servers constantly it’s really annoying to not even know your step count just because you’re not in cell service. And don’t even think about knowing your sleep data 🤦🏼‍♂️",5.25.0,2025-10-15T09:15:17-07:00
13258956591,Cans1119,1,Misled,The policies and small print are vague and it’s not a free trial. You’ll have to pay to shop back the product. And then even when you do they still try and bill you for the service even though you’ve cancelled. A nightmare to try and cancel and get your money back.,5.24.0,2025-10-12T16:24:18-07:00
13256057030,Amir Hossein,2,not good at data workout and ui,"workout and ui are not good at all 
there is no pause and cost is too much",5.24.0,2025-10-12T01:43:34-07:00
13248578264,CPerson333,1,Forces use of AI,"I had been on the fence about this app and service, but yesterday when they removed the ability to disable the WHOOP AI coach that was the last string. This app already nags me enough as it is, I don’t need some AI bot chiming in on that. Additionally, they use dark UX to make it intentionally difficult to cancel your subscription.",5.24.0,2025-10-10T07:32:55-07:00
13235766624,lukcico,1,How to ruin a good idea,"I enjoyed the product mostly, although probably not proportionally to what they charge.

Had the bad luck of losing the band and from there, it was downhill: virtually impossible to get a replacement, push to upgrade and extend membership and overall bad and clumsy experience.

I dont think the future is bright for this company, good for them they made their money but they will soon be forgotten.",5.24.0,2025-10-07T06:56:50-07:00
13233018930,to dotexe,1,Works great until it doesn’t,"After recently trying it again, the app works great, but the second something goes wrong it’s impossible to get anything done. Personally, the app has yet to update with my new membership, meaning it’s useless. It’s constantly telling me to upgrade, tracks no data, and I can’t even navigate the app because half of it is closed off if you’re not a member. Support is email only, or you use the ai bot that can’t help you unless you have an account. Support by email takes days minimum, and it’s possible when they do respond, they’ll tell you it’s basically not their problem.",5.23.1,2025-10-06T14:17:35-07:00
13230279201,عبدالله //\\,4,Where’s Arabic language?,"Since Cristiano Ronaldo’s arrival in the Kingdom of Saudi Arabia, your product has become very popular in the Middle East. However, you haven’t kept up with that — what I mean is that, to this day, the Arabic language still hasn’t been added to the app, which is quite surprising!",5.23.1,2025-10-06T00:31:52-07:00
13229460606,Do not use Whoop,1,Worst customer service,"They have the worst customer service, and if you want to cancel they will ask you to send the watch back. Which is already paid for. Or they are not going to refund you for the whole year fee. 
I do not recommend them 
They never refunded me",5.23.1,2025-10-05T19:08:02-07:00
13228696182,Mohit Chhajed,1,Questionable business practice,"I recently signed up for the device Which was gifted to me by a friend, which was supposed to include a two month free trial However unexpectedly while signing up I was charged for an entire year instead of a two month free trial. 

When I try to cancel the membership, I figured that the company uses deceptive and unfriendly user cancellation practices. The option to cancel. Is intentionally difficult to locate and even when found the cancel button does not work.

The Chat board support is ineffective and provides no meaningful support and the Website lacks cancellation option all together. Even when accessing the cancel link through Google the process forces user to complete a mandatory surgery first without which you cannot proceed . A frustrating and unethical practice . 

Over this experience reflects poor user experience design and questionable business practice making it unnecessarily difficult for customers to manage their own subscription",5.23.1,2025-10-05T14:16:06-07:00
13227207336,DoubleHoo1517,1,Product is Fine but App QA is Awful,"I’ve been using Whoop now for several years, the product is still fine. However, the IOS app development is awful. Every update breaks something new, typically the widgets. There seems to be no QA prior to a release.",5.23.1,2025-10-05T07:28:22-07:00
13221746434,witw0lf,4,Pros Cons,"This product has the potential to be great it’s just missing one pivotal thing, and it pertains to the battery. The battery need a tracker installed given how small it is. I’ve already lost 2",5.23.1,2025-10-04T02:41:39-07:00
13220978413,Ayuq8,4,Support,When can I use the Arabic language in the application?,5.23.1,2025-10-03T21:59:13-07:00
13218665987,jshifflet89,1,Unethical Company,"Bad customer service, was very hard to unsubscribe. Now whoop keeps trying to charge me even though I canceled. Get an Apple Watch instead.",5.23.1,2025-10-03T08:43:09-07:00
13215731094,Victor - Victor,1,App stopped working,"Doesn’t see the device then probably tries to connect and freezes. Started only today, previous versions worked fine",5.23.1,2025-10-02T16:36:47-07:00
13215507404,Mr. Apple Epstine,2,Worst app I’ve used in a while,"It’s as if Apple designed an app but from the upside down universe. 

Try finding an alarm? Good luck. 

Zero informational hierarchy. The UI designer probably got severe ADHD.  

Jk, guys. But really. Great hardware, but the app is simple confusing. 

5 users interviews will tell you more than I can.",5.23.1,2025-10-02T15:11:44-07:00
13215440636,DEVA S0NY,4,Wrist band vs Bicepband,"I love using whoop. The only thing I do not like is how there’s a difference in data when you use a bicep band. I recently switched from wrist band to bicep band for a couple of days and though there’s not much change in my activity , bicep band definitely doesn’t track accurately when compared wrist band.",5.23.1,2025-10-02T14:46:55-07:00
13213935679,SirRHP,5,Game Changer,Whoop is an incredible piece of tech that has radically changed my level of physical fitness. Can’t recommend this more highly!,5.23.1,2025-10-02T07:28:08-07:00
13207470691,Noah.SE.M,3,Connectivity,"I wish I could have a more positive review about this Whoop Band. Over the months that I have used this device, it has slowly degraded over time. Constant connectivity issues, and sleep metrics are not recorded. Sometimes I am unable to save my workouts on the app via strength trainer. Which gets pretty annoying after five minutes of trying to save a workout. 

Of the random disconnections Sometimes the band does not get recognized by Bluetooth whatsoever, even if the device is charged. I’ve also heard negative results from the 5.0 that’s the same fate. It is unlikely that I will be using who after another year, seeing is that I spend more time focused on the whoop app and analyzing the metrics rather than not looking at it. 

Also, the sleep alarm does not save at certain times which is very annoying when you’re trying to go to sleep.",5.23.1,2025-09-30T20:52:07-07:00
13205800311,prateekd,1,Not worth it for the average fitness enthusiast,"I generally don’t leave reviews of any kind, but my recent experience with their customer service made me think I should. 
First the good things. Comfortable and non intrusive to wear. But that is where it ends. The much touted recovery feature isn’t all that. I regularly ignore it, as well as the daily strain recommendations, and it seems to have no impact and I am no spring chicken. 

Having used it for around an year, as an average fitness enthusiast who gets in 4-6 intense workouts a week, there aren’t any other metrics you can’t get elsewhere, for a fraction of the price. 

Next, any upgrades will render your existing accessories like bands (which come at an extra cost) useless, without disclaimers before you upgrade, because they change the size of their core product. 

Customer service, when contacted about the issue above, said they were ‘glad’ to tell me that the unused accessory can’t be used on the upgraded version (I am sure they were glad). Additionally, their solutions were either for me to not use the upgrade I paid for already and go back to the older version or reel in another fish for them who can pay them subscription money while using the band I paid for.

TLDR
Functionality:4
Value for money:1
Customer Service: abysmal and tone deaf, 0",5.23.1,2025-09-30T11:17:58-07:00
13193834609,Leo78,1,Bad App,You can’t stop the spam. There's missing data and poor troubleshooting. Customer support doesn't exist. Awful navigability.,5.22.0,2025-09-27T17:16:10-07:00
13193546532,daysvan,4,Язык,"Сделайте Русский язык, поставлю 5 звезд.",5.22.0,2025-09-27T15:23:52-07:00
13182658279,Believeinsomething,1,Low quality,"Feels cheap, terrible quality, and their customer service team is rude, unprofessional, and unhelpful. Returns are impossible",5.22.0,2025-09-25T05:03:36-07:00
